,file_name,Longitudinal,Chain,Author,Isotype,Age,Size_igblastn,Disease,Link,BSource,BType,Size,Species,Vaccine,Subject,valid_entry_num
4236,Rubelt_2016_TWINs_4_TW04B_IGHG_TW04B_B_memory_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,30315,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,18319,human,None,TW04B,89
4237,Rubelt_2016_TWINs_4_TW04B_IGHG_TW04B_B_naive_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,10175,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,5296,human,None,TW04B,64
4238,Rubelt_2016_TWINs_4_TW04B_IGHM_TW04B_B_memory_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,237197,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,148364,human,None,TW04B,774
4239,Rubelt_2016_TWINs_4_TW04B_IGHM_TW04B_B_naive_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,370039,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,168850,human,None,TW04B,2114
4240,Rubelt_2016_TWINs_5_TW05A_IGHA_TW05A_B_memory_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,26518,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,15419,human,None,TW05A,141
4241,Rubelt_2016_TWINs_5_TW05A_IGHA_TW05A_B_naive_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,19809,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,8980,human,None,TW05A,149
4242,Rubelt_2016_TWINs_5_TW05A_IGHD_TW05A_B_memory_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,3296,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,372,human,None,TW05A,2
4243,Rubelt_2016_TWINs_5_TW05A_IGHD_TW05A_B_naive_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,35866,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,12926,human,None,TW05A,145
4244,Rubelt_2016_TWINs_5_TW05A_IGHG_TW05A_B_memory_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,13994,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,8114,human,None,TW05A,79
4245,Rubelt_2016_TWINs_5_TW05A_IGHG_TW05A_B_naive_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,14149,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,8981,human,None,TW05A,158
4246,Rubelt_2016_TWINs_5_TW05A_IGHM_TW05A_B_memory_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,125263,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,79019,human,None,TW05A,604
4247,Rubelt_2016_TWINs_5_TW05A_IGHM_TW05A_B_naive_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,326468,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,208726,human,None,TW05A,2880
4248,Rubelt_2016_TWINs_5_TW05B_IGHA_TW05B_B_memory_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,12388,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,3651,human,None,TW05B,36
4249,Rubelt_2016_TWINs_5_TW05B_IGHA_TW05B_B_naive_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,9781,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,7991,human,None,TW05B,118
4250,Rubelt_2016_TWINs_5_TW05B_IGHD_TW05B_B_memory_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,1907,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,473,human,None,TW05B,8
4251,Rubelt_2016_TWINs_5_TW05B_IGHD_TW05B_B_naive_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,30275,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,2844,human,None,TW05B,57
4252,Rubelt_2016_TWINs_5_TW05B_IGHG_TW05B_B_memory_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,5085,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,2948,human,None,TW05B,19
4253,Rubelt_2016_TWINs_5_TW05B_IGHG_TW05B_B_naive_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,2310,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,1831,human,None,TW05B,17
4254,Rubelt_2016_TWINs_5_TW05B_IGHM_TW05B_B_memory_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,45031,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,24085,human,None,TW05B,179
4255,Rubelt_2016_TWINs_5_TW05B_IGHM_TW05B_B_naive_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,339492,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,239921,human,None,TW05B,3041
4584,Turchaninova_2016_IGHA_B_memory_donor_1_iglblastn_igblastn_IGHA,no,Heavy,"Turchaninova et al., (2016)",IGHA,no,5987,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,3715,human,None,donor-1,11
4585,Turchaninova_2016_IGHA_B_memory_donor_2_iglblastn_igblastn_IGHA,no,Heavy,"Turchaninova et al., (2016)",IGHA,no,7181,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,4269,human,None,donor-2,7
4586,Turchaninova_2016_IGHA_B_memory_donor_3_iglblastn_igblastn_IGHA,no,Heavy,"Turchaninova et al., (2016)",IGHA,no,16494,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,5629,human,None,donor-3,36
4587,Turchaninova_2016_IGHA_B_naive_donor_3_iglblastn_igblastn_IGHA,no,Heavy,"Turchaninova et al., (2016)",IGHA,no,3371,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Naive-B-Cells,1293,human,None,donor-3,11
4590,Turchaninova_2016_IGHD_B_memory_donor_1_iglblastn_igblastn_IGHD,no,Heavy,"Turchaninova et al., (2016)",IGHD,no,5756,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,3748,human,None,donor-1,9
4591,Turchaninova_2016_IGHD_B_memory_donor_2_iglblastn_igblastn_IGHD,no,Heavy,"Turchaninova et al., (2016)",IGHD,no,4841,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,2914,human,None,donor-2,6
4592,Turchaninova_2016_IGHD_B_naive_donor_3_iglblastn_igblastn_IGHD,no,Heavy,"Turchaninova et al., (2016)",IGHD,no,4403,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Naive-B-Cells,1585,human,None,donor-3,6
4594,Turchaninova_2016_IGHG_B_memory_donor_1_iglblastn_igblastn_IGHG,no,Heavy,"Turchaninova et al., (2016)",IGHG,no,4852,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,3115,human,None,donor-1,13
4595,Turchaninova_2016_IGHG_B_memory_donor_2_iglblastn_igblastn_IGHG,no,Heavy,"Turchaninova et al., (2016)",IGHG,no,4759,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,2985,human,None,donor-2,13
4596,Turchaninova_2016_IGHG_B_memory_donor_3_iglblastn_igblastn_IGHG,no,Heavy,"Turchaninova et al., (2016)",IGHG,no,1621,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,558,human,None,donor-3,5
4597,Turchaninova_2016_IGHG_B_naive_donor_3_iglblastn_igblastn_IGHG,no,Heavy,"Turchaninova et al., (2016)",IGHG,no,2604,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Naive-B-Cells,654,human,None,donor-3,8
4600,Turchaninova_2016_IGHM_B_memory_donor_1_iglblastn_igblastn_IGHM,no,Heavy,"Turchaninova et al., (2016)",IGHM,no,127073,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,84936,human,None,donor-1,183
4601,Turchaninova_2016_IGHM_B_memory_donor_2_iglblastn_igblastn_IGHM,no,Heavy,"Turchaninova et al., (2016)",IGHM,no,76698,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Memory-B-Cells,48796,human,None,donor-2,98
4602,Turchaninova_2016_IGHM_B_naive_donor_3_iglblastn_igblastn_IGHM,no,Heavy,"Turchaninova et al., (2016)",IGHM,no,21276,None,https://dx.doi.org/10.1038/nprot.2016.093,PBMC,Naive-B-Cells,7621,human,None,donor-3,49
4652,Vander_Heiden_2017_Heavy_AR02_Bulk_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_Bulk,Year-1,Heavy,"Vander Heiden et al., (2017)",Bulk,61,485111,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,801,human,None,AR02,2
4653,Vander_Heiden_2017_Heavy_AR02_Bulk_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_Bulk,Year-1,Heavy,"Vander Heiden et al., (2017)",Bulk,61,484205,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1721,human,None,AR02,1
4654,Vander_Heiden_2017_Heavy_AR02_IGHA_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,61,90673,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,71223,human,None,AR02,2580
4655,Vander_Heiden_2017_Heavy_AR02_IGHA_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,61,11768,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,8546,human,None,AR02,134
4656,Vander_Heiden_2017_Heavy_AR02_IGHD_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,61,4873,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,4052,human,None,AR02,193
4657,Vander_Heiden_2017_Heavy_AR02_IGHD_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,61,40748,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,35388,human,None,AR02,1334
4658,Vander_Heiden_2017_Heavy_AR02_IGHG_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,61,30737,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,25725,human,None,AR02,973
4659,Vander_Heiden_2017_Heavy_AR02_IGHG_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,61,5168,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,3914,human,None,AR02,127
4660,Vander_Heiden_2017_Heavy_AR02_IGHM_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,61,39575,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,33142,human,None,AR02,1558
4661,Vander_Heiden_2017_Heavy_AR02_IGHM_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,61,132800,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,112587,human,None,AR02,3241
4662,Vander_Heiden_2017_Heavy_AR03_Bulk_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_Bulk,Year-2,Heavy,"Vander Heiden et al., (2017)",Bulk,18,383379,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,720,human,None,AR03,1
4663,Vander_Heiden_2017_Heavy_AR03_Bulk_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_Bulk,Year-2,Heavy,"Vander Heiden et al., (2017)",Bulk,18,381789,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2134,human,None,AR03,3
4664,Vander_Heiden_2017_Heavy_AR03_IGHA_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHA,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHA,18,67822,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,51969,human,None,AR03,548
4665,Vander_Heiden_2017_Heavy_AR03_IGHA_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHA,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHA,18,3687,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2248,human,None,AR03,32
4666,Vander_Heiden_2017_Heavy_AR03_IGHD_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHD,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHD,18,4464,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,3625,human,None,AR03,70
4667,Vander_Heiden_2017_Heavy_AR03_IGHD_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHD,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHD,18,53012,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,45657,human,None,AR03,1283
4668,Vander_Heiden_2017_Heavy_AR03_IGHG_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHG,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHG,18,24936,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,19456,human,None,AR03,326
4669,Vander_Heiden_2017_Heavy_AR03_IGHG_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHG,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHG,18,1925,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1186,human,None,AR03,36
4670,Vander_Heiden_2017_Heavy_AR03_IGHM_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHM,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHM,18,37442,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,31610,human,None,AR03,423
4671,Vander_Heiden_2017_Heavy_AR03_IGHM_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHM,Year-2,Heavy,"Vander Heiden et al., (2017)",IGHM,18,152808,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,130754,human,None,AR03,2971
4672,Vander_Heiden_2017_Heavy_AR04_IGHA_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,13,39450,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,31247,human,None,AR04,1241
4673,Vander_Heiden_2017_Heavy_AR04_IGHA_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,13,5810,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,3976,human,None,AR04,157
4674,Vander_Heiden_2017_Heavy_AR04_IGHD_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,13,5176,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,3764,human,None,AR04,138
4675,Vander_Heiden_2017_Heavy_AR04_IGHD_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,13,47199,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,41210,human,None,AR04,783
4676,Vander_Heiden_2017_Heavy_AR04_IGHG_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,13,15606,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,12320,human,None,AR04,589
4677,Vander_Heiden_2017_Heavy_AR04_IGHG_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,13,4190,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,3259,human,None,AR04,107
4678,Vander_Heiden_2017_Heavy_AR04_IGHM_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,13,46852,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,38754,human,None,AR04,1542
4679,Vander_Heiden_2017_Heavy_AR04_IGHM_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,13,232979,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,200673,human,None,AR04,7122
4680,Vander_Heiden_2017_Heavy_AR05_IGHA_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,67,43345,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,34376,human,None,AR05,1221
4681,Vander_Heiden_2017_Heavy_AR05_IGHA_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHA,67,9947,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,7305,human,None,AR05,307
4682,Vander_Heiden_2017_Heavy_AR05_IGHD_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,67,6569,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,5537,human,None,AR05,64
4683,Vander_Heiden_2017_Heavy_AR05_IGHD_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHD,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHD,67,35151,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,30659,human,None,AR05,363
4684,Vander_Heiden_2017_Heavy_AR05_IGHE_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHE,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHE,67,491,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,149,human,None,AR05,1
4685,Vander_Heiden_2017_Heavy_AR05_IGHG_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,67,12301,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,9920,human,None,AR05,234
4686,Vander_Heiden_2017_Heavy_AR05_IGHG_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHG,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHG,67,3061,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2489,human,None,AR05,69
4687,Vander_Heiden_2017_Heavy_AR05_IGHM_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,67,103340,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,86343,human,None,AR05,2515
4688,Vander_Heiden_2017_Heavy_AR05_IGHM_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,Year-1,Heavy,"Vander Heiden et al., (2017)",IGHM,67,145808,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,126996,human,None,AR05,3267
4689,Vander_Heiden_2017_Heavy_HD07_Bulk_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_Bulk,no,Heavy,"Vander Heiden et al., (2017)",Bulk,33,377880,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,906,human,None,HD07,1
4690,Vander_Heiden_2017_Heavy_HD07_Bulk_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_Bulk,no,Heavy,"Vander Heiden et al., (2017)",Bulk,33,431469,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1300,human,None,HD07,1
4692,Vander_Heiden_2017_Heavy_HD07_IGHA_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,33,89236,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,73623,human,None,HD07,1969
4693,Vander_Heiden_2017_Heavy_HD07_IGHA_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,33,12795,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,8355,human,None,HD07,80
4695,Vander_Heiden_2017_Heavy_HD07_IGHD_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,33,5142,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,4189,human,None,HD07,219
4696,Vander_Heiden_2017_Heavy_HD07_IGHD_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,33,26498,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,22952,human,None,HD07,318
4699,Vander_Heiden_2017_Heavy_HD07_IGHG_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,33,18262,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,15301,human,None,HD07,489
4700,Vander_Heiden_2017_Heavy_HD07_IGHG_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,33,2312,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1917,human,None,HD07,32
4702,Vander_Heiden_2017_Heavy_HD07_IGHM_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,33,56253,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,47665,human,None,HD07,1913
4703,Vander_Heiden_2017_Heavy_HD07_IGHM_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,33,104683,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,88643,human,None,HD07,1093
4705,Vander_Heiden_2017_Heavy_HD09_Bulk_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_Bulk,no,Heavy,"Vander Heiden et al., (2017)",Bulk,31,711966,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1584,human,None,HD09,2
4707,Vander_Heiden_2017_Heavy_HD09_IGHA_HD09_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,31,16828,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,12692,human,None,HD09,799
4708,Vander_Heiden_2017_Heavy_HD09_IGHA_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,31,2340,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1674,human,None,HD09,90
4710,Vander_Heiden_2017_Heavy_HD09_IGHD_HD09_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,31,1611,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,1004,human,None,HD09,60
4711,Vander_Heiden_2017_Heavy_HD09_IGHD_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,31,14712,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,11198,human,None,HD09,400
4714,Vander_Heiden_2017_Heavy_HD09_IGHG_HD09_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,31,5740,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,4111,human,None,HD09,273
4715,Vander_Heiden_2017_Heavy_HD09_IGHG_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,31,1837,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,557,human,None,HD09,26
4717,Vander_Heiden_2017_Heavy_HD09_IGHM_HD09_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,31,17385,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,13750,human,None,HD09,936
4718,Vander_Heiden_2017_Heavy_HD09_IGHM_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,31,96758,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,75339,human,None,HD09,3395
